brief_name,eng_name,name
-1,-1,CÔNG TY TNHH THƯƠNG MẠI AN TRỌNG
"VIETSEA EDUCATION CO.,LTD",VIETSEA EDUCATION AND TECHNOLOGY COMPANY LIMITED,CÔNG TY TNHH GIÁO DỤC VÀ CÔNG NGHỆ VIETSEA
-1,-1,CÔNG TY TNHH THÚ Y THỦY SẢN PIQ
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VÀ VẬN TẢI DD-QN 568
"SONG KIM VIET NAM.,JSC","SONG KIM VIET NAM.,JSC",CÔNG TY CỔ PHẦN SONG KIM VIỆT NAM
AN PHAT THINH TRADE JOINT STOCK COMPANY,AN PHAT THINH TRADE JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT THỊNH
"LAMT ., JSC",LINH ANH VINA MANUFACTURING AND TRADING JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI LINH ANH VINA
-1,NAM HUNG BUILDING MATERIAL COMPANY LIMITED,CÔNG TY TNHH MỘT THÀNH VIÊN VẬT LIỆU XÂY DỰNG NAM HƯNG
-1,-1,CÔNG TY TNHH XÂY DỰNG VIẾT QUYÊN
CÔNG TY TNHH PHẠM HOÀNG AN,CÔNG TY TNHH PHẠM HOÀNG AN,CÔNG TY TNHH PHẠM HOÀNG AN
-1,-1,CÔNG TY TNHH HÀO ĐỨC
-1,-1,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU TÂN TÂN PHÚ
"SANPOYOSHI CO.,LTD",SANPOYOSHI COMPANY LIMITED,CÔNG TY TNHH SANPOYOSHI
TIEN HA STELL TRADING AND PRODUCTION COMPANY LIMITED,TIEN HA STELL TRADING AND PRODUCTION COMPANY LIMITED,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI THÉP TIẾN HÀ
-1,"THINH DIEN CONSTRUCTION TECHNOLOGY CO.,LTD",CÔNG TY TNHH CÔNG NGHỆ XÂY DỰNG THỊNH ĐIỀN
CT TNHH TM XNK HH,CT TNHH TM XNK HH,CÔNG TY TNHH XUẤT NHẬP KHẨU TM HỒNG HÀ
-1,SAO NAM BAC COMPANY LIMITED,CÔNG TY TNHH SAO NAM BẮC
-1,-1,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THƯƠNG MẠI A&B VIỆT NAM
"CHAU THUAN PHAT S&T CO.,LTD",CHAU THUAN PHAT SERVICE AND TRADING COMPANY LIMITED,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI CHÂU THUẬN PHÁT
-1,-1,CÔNG TY TNHH MTV ĐẦU TƯ VÀ XÂY DỰNG NGHĨA HƯNG THỊNH
-1,-1,CÔNG TY TNHH QUANG MINH NB
BIG TEAM INTERNATIONAL GOURMET LIMITED COMPANY,BIG TEAM INTERNATIONAL GOURMET LIMITED COMPANY,CÔNG TY TNHH BIG TEAM INTERNATIONAL GOURMET
CÔNG TY THƯƠNG MẠI TRƯỜNG LỘC PHÁT ĐẮK LẮK,CÔNG TY THƯƠNG MẠI TRƯỜNG LỘC PHÁT ĐẮK LẮK,CÔNG TY TNHH THƯƠNG MẠI TRƯỜNG LỘC PHÁT ĐẮK LẮK
-1,-1,CÔNG TY TNHH MTV ĐẦU TƯ PHÁT TRIỂN PHƯƠNG ANH
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN TOÀN THƯ
"DAI PHAT CONS.,JSC","DAI PHAT CONS.,JSC",CÔNG TY CỔ PHẦN THƯƠNG MẠI QUỐC TẾ VÀ XÂY DỰNG ĐẠI PHÁT
REVEL MEDIA,REVEL MEDIA,CÔNG TY CỔ PHẦN REVEL MEDIA
THANH SON GREEN ENVIRONMENT JOINT STOCK COMPANY,THANH SON GREEN ENVIRONMENT JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN MÔI TRƯỜNG XANH THANH SƠN
"CƯU LONG CO., LTD","CƯU LONG CO., LTD",CÔNG TY TNHH CỬU LONG
-1,-1,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT NỆM VIỆT Á
-1,Công Ty TNHH Giải Pháp Phần Mềm Và Dịch Vụ Trực Tuyến Sng,Công Ty TNHH Giải Pháp Phần Mềm Và Dịch Vụ Trực Tuyến Sng
HAIVAN FASHION AND TRADE COMPANY LIMITED,HAIVAN FASHION AND TRADE COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI VÀ THỜI TRANG HẢI VÂN
-1,-1,CÔNG TY TNHH MTV XD – TM – DV PHÁT TIẾN
GOSOLAR NEW ENERGY DEVELOPMENT JOINT STOCK COMPANY,GOSOLAR NEW ENERGY DEVELOPMENT JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN PHÁT TRIỂN NĂNG LƯỢNG MỚI GOSOLAR
-1,-1,CÔNG TY TNHH DỊCH VỤ QUÁN ĂN VƯỜN XOÀI
-1,"S.M.N ENTERTAINMENT CO.,LTD",CÔNG TY TNHH GIẢI TRÍ BẢY NỐT NHẠC
"CHQ VIETNAM., JSC","CHQ VIETNAM., JSC",CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI CHQ VIỆT NAM
-1,-1,CÔNG TY TNHH YU CHENG TAI VN
NOVA MEDICA,NOVA MEDICA,CÔNG TY CỔ PHẦN NOVA MEDICA
2X2 ARCHITECTS JSC,2X2 ARCHITECTS JSC,CÔNG TY CỔ PHẦN KIÊN TRUC 2X2
"HONG CHAU CO.,LTD)","HONG CHAU CO.,LTD)",CÔNG TY TNHH VẬT LIỆU XÂY DỰNG HỒNG CHÂU
CÔNG TY TẬP ĐOÀN BẤT ĐỘNG SẢN PHÚ LONG THỊNH,CÔNG TY TẬP ĐOÀN BẤT ĐỘNG SẢN PHÚ LONG THỊNH,CÔNG TY TRÁCH NHIỆM HỮU HẠN TẬP ĐOÀN DU LỊCH VÀ KINH DOANH BẤT ĐỘNG SẢN PHÚ LONG THỊNH
-1,LOC VIET JSC,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI LỘC VIỆT
A&H CONSULTING SERVICE TRADING COMPANY LIMITED,A&H CONSULTING SERVICE TRADING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TƯ VẤN A&AMP;H
"TRUONG XUAN STP CO.,LTD",Truong Xuan Sticking Plaster Company Limited,Công Ty TNHH Băng Keo Trường Xuân
-1,-1,CÔNG TY TNHH NAM VIỆT
"BAMBOO TRAVEL., CORP","BAMBOO TRAVEL., CORP",CÔNG TY CỔ PHẦN LỮ HÀNH TRE VIỆT
-1,-1,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI ANH LINH
-1,-1,CÔNG TY TNHH DỊCH VỤ-TƯ VẤN MINH BÁU
-1,-1,CÔNG TY TNHH METAL ONE (VIỆT NAM)
-1,Công Ty Trách Nhiệm Hữu Hạn Thương Mại & Dịch Vụ Ô Tô Uyên Phát,Công Ty Trách Nhiệm Hữu Hạn Thương Mại & Dịch Vụ Ô Tô Uyên Phát
-1,-1,CÔNG TY TNHH KINH DOANH - THƯƠNG MẠI HÀ THANH
CÔNG TY TNHH TBĐ ĐỖ GIA PHÁT,CÔNG TY TNHH TBĐ ĐỖ GIA PHÁT,CÔNG TY TNHH THIẾT BỊ ĐIỆN ĐỖ GIA PHÁT
-1,-1,CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI NGHINH TUẤN
HUY VO TRADE & SERVICES COMPANY LIMITED,HUY VO TRADE & SERVICES COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI &AMP; DỊCH VỤ HUY VÕ
MOC AN SERVICE TRADING INVESTMENT JOINT STOCK COMPANY,Moc An Service Trading Investment Joint Stock Company,Công Ty Cổ Phần Đầu Tư Thương Mại Dịch Vụ Mộc An
GOLD DRAGON TRADING JOINT STOCK COMPANY,GOLD DRAGON TRADING JOINT STOCK COMPANY,CÔNG TY CP THƯƠNG MẠI GOLD DRAGON
-1,-1,CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI ĐỨC MINH PHÁT
-1,CÔNG TY TNHHH GN ĐÔNG PHƯƠNG,CÔNG TY TNHH GIAO NHẬN ĐÔNG PHƯƠNG
OLYMPUS CAP .JSC,OLYMPUS COSMECTIC AND PHARMACEUTICAL JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM OLYMPUS
-1,-1,CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI HỒNG HẬU FLAWLESS
MIXIT INERNATIONAL LLC,MIXIT INERNATIONAL LLC,CÔNG TY TNHH MIXIT QUỐC TẾ
"HIEU NGHIA ĐTTM CO., LTD","HIEU NGHIA ĐTTM CO., LTD",CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI HIẾU NGHĨA
-1,NAM HA MATERIALS AND CONSTRUCTION LIMITED COMPANY,CÔNG TY TNHH VẬT TƯ VÀ XÂY DỰNG NAM HÀ
GIAO GIAO TRADING MANUFACTURING AND SERVICE COMPANY LIMITED,GIAO GIAO TRADING MANUFACTURING AND SERVICE COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT GIAO GIAO
"HDA CO.,LTD","HDA CO.,LTD",CÔNG TY TNHH HƯNG ĐÔNG ANH
"HAI DANG TECH CO., LTD",HAI DANG TECHNOLOGY EQUIPMENT AND SUPPLIES COMPANY LIMITED,CÔNG TY TNHH VẬT TƯ VÀ THIẾT BỊ CÔNG NGHỆ HẢI ĐĂNG
-1,-1,CÔNG TY TNHH MTV THƯƠNG MẠI DỊCH VỤ TUYẾT DƯƠNG
-1,-1,"CÔNG TY TNHH MTV DỊCH VỤ, THƯƠNG MẠI BÙI KHẮC KỲ"
IA PET DAK DOA WPP NO.2,IA PET DAK DOA WIND POWER PLANT NUMBER TWO JOINT STOCK COMPANY,Công Ty Cổ Phần Phong Điện Ia Pết Đak Đoa Số Hai
-1,-1,CÔNG TY XÂY DỰNG 748
LED FOCUS COMPANY LIMITED,LED FOCUS COMPANY LIMITED,CÔNG TY TNHH LED FOCUS
-1,HUNG LAM COMPANY LIMITED,CÔNG TY TNHH HÙNG LAM
YUNCHENG,YUNCHENG,CÔNG TY TNHH YUNCHENG PLATE MAKING
-1,-1,CÔNG TY CỔ PHẦN CÔNG NGHỆ CÔNG NGHIỆP INTEC
HONG SAN CONSULTANCY COMPANY LIMITED,HONG SAN CONSULTANCY COMPANY LIMITED,CÔNG TY TNHH TƯ VẤN HỒNG SAN
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI XUẤT NHẬP KHẨU ĐẠI PHÁT
"C.T.M DV TM CO.,LTD","C.T.M DV TM CO.,LTD",CÔNG TY TNHH TM DV C.T.M
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI DỊCH VỤ XÂY DỰNG HỒNG HÀ
-1,-1,CÔNG TY XUẤT NHẬP KHẨU VÀ CÔNG TRÌNH GIAO THÔNG
-1,ENTERTAINMENT ANGEL VIETNAM JOINT STOCK COMPANY,Công Ty Cổ Phần Giải Trí Thiên Thần Việt Nam
-1,-1,CÔNG TY TNHH THƯƠNG MẠI ANH ANH MINH
"A.M RIGHTS SERVICE,. JSC",A.m Rights Service Joint Stock Company,Công Ty Cổ Phần Dịch Vụ Xuất Bản A.m
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT HỢP NHẤT
-1,-1,CÔNG TY TNHH TƯ VẤN ĐẦU TƯ XÂY DỰNG MINH TIẾN
-1,PITECH COMMERCIAL SERVICES COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PITECH
-1,-1,CÔNG TY TNHH MTV SẢN XUẤT THƯƠNG MẠI DỊCH VỤ PHÚ TRƯỜNG AN
CÔNG TY XÂY DỰNG VÀ BẤT ĐỘNG SẢN HƯNG PHÁT LỘC,CôNG TY XâY DựNG Và BấT ĐộNG SảN HưNG PHáT LộC,CÔNG TY TNHH XÂY DỰNG VÀ BẤT ĐỘNG SẢN HƯNG PHÁT LỘC
-1,-1,CÔNG TY TNHH XUẤT NHẬP KHẨU VIỆT HÀN
-1,-1,CÔNG TY CỔ PHẦN MỸ ĐÌNH
"TON PHUONG UYEN CO.,LTD","TON PHUONG UYEN CO.,LTD",CÔNG TY TNHH TÔN PHƯƠNG UYÊN
LAVA HOLDINGS COMPANY LIMITED,LAVA HOLDINGS COMPANY LIMITED,CÔNG TY TNHH LAVA HOLDINGS
-1,-1,CÔNG TY TNHH MTV TÚ ANH
"HUU THO INVESTMENT CO.,LTD",HUU THO INVESTMENT COMPANY LIMITED,CÔNG TY TNHH ĐẦU TƯ HỮU THỌ
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VIỆT HƯƠNG BX
TON PHAT COMPANY LIMITED,TON PHAT COMPANY LIMITED,CÔNG TY TRÁCH NHIỆM HỮU HẠN TỒN PHÁT
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG THƯƠNG MẠI DỊCH VỤ TẤN PHÁT
-1,-1,CÔNG TY TNHH XUẤT NHẬP KHẨU THƯƠNG MẠI VÀ DỊCH VỤ VẬN TẢI PHÚC PHONG
BAN MAI XANH IMPORT-EXPORT AND TRADING COMPANY LIMITED,Ban Mai Xanh Import-export And Trading Company Limited,Công Ty TNHH Thương Mại Và Xuất Nhập Khẩu Ban Mai Xanh
DIEP ANH CONSTRUCTION AND TRADING- PRODUCTION COMPANY LIMITED,DIEP ANH CONSTRUCTION AND TRADING- PRODUCTION COMPANY LIMITED,CÔNG TY TNHH SẢN XUẤT - THƯƠNG MẠI VÀ XÂY DỰNG DIỆP ANH
"UNIVERSAL TRADING CO., LTD","UNIVERSAL TRADING CO., LTD",CÔNG TY TNHH THƯƠNG MẠI UNIVERSAL
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN BẢO LINH
-1,"BINH DINH STP CO.,LTD",CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ BÌNH ĐỊNH
CÔNG TY TNHH KIÊN LONG,KIEN LONG TRAVEL TRADING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DU LỊCH KIÊN LONG
CTY HƯNG THỊNH PHÁT,CTY HƯNG THỊNH PHÁT,CÔNG TY TNHH MỘT THÀNH VIÊN HƯNG THỊNH PHÁT BÌNH PHƯỚC
"NINH HIEP 1 CO.,LTD","NINH HIEP 1 CO.,LTD",CÔNG TY TNHH NINH HIỆP 1
"SNVI CO., LTD","SNVI CO., LTD",CÔNG TY TNHH SAI GON NAM VIET INTERNATIONAL
"HD CONSTRUCTION DESIGN AND SERVICES CO.,LTD","HD CONSTRUCTION DESIGN AND SERVICES CO.,LTD",CÔNG TY TNHH THIẾT KẾ XÂY DỰNG VÀ DỊCH VỤ HD
C2G,C2G,CÔNG TY TNHH C2GAMES
VIET MY A TRADING AND SERVICES COMPANY LIMITED,VIET MY A TRADING AND SERVICES COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VIỆT MỸ Á
"THUAN HOA GARAGE CO.,LTD","THUAN HOA GARAGE CO.,LTD",CÔNG TY TNHH GARAGE THUẬN HÒA
-1,-1,CÔNG TY TNHH VẬT TƯ XNK ĐẠI DƯƠNG
HONG NGOC FOODS COMPANY LIMITED,HONG NGOC FOODS COMPANY LIMITED,CÔNG TY TNHH THỰC PHẨM HỒNG NGỌC
-1,-1,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ AN HÒA TỈNH ĐIỆN BIÊN
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN DUY THÔNG
"SUNEX., JSC","SUNEX., JSC",CÔNG TY CỔ PHẦN DỊCH VỤ CHUYỂN PHÁT NHANH ÁNH DƯƠNG
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT PHƯỢNG ANH BẢO LỘC
"SAOSANG STEVIA., JSC","SAOSANG STEVIA., JSC",CÔNG TY CỔ PHẦN STEVIA SAO SÁNG
"AM5 CO.,LTD","AM5 CO.,LTD",CÔNG TY TNHH TƯ VẤN THƯƠNG MẠI DỊCH VỤ AM5
HUY HOANG WINDOW COMPANY LIMITED,HUY HOANG WINDOW COMPANY LIMITED,CÔNG TY TNHH HUY HOANG WINDOW
-1,-1,Công Ty TNHH In Ấn Hoàng Việt
-1,TAN BINH TAN DEVELOPMENT INVESTMENT COMPANY LIMITED,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN TÂN BÌNH TÂN
DRG,Dragon Legend Company Limited,Công Ty TNHH Một Thành Viên Huyền Thoại Rồng
-1,-1,CÔNG TY TNHH AN TIẾN THỊNH
-1,-1,Công Ty TNHH Tư Vấn Thiết Kế Kết Cấu Htm Technologies
"HUSON CONSIN ., JSC","HUSON CONSIN ., JSC",CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG HUSON VIỆT NAM
CTY TNHH MTV VẠN VIỆT HƯNG,CTY TNHH MTV VạN VIệT HưNG,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN VẠN VIỆT HƯNG
-1,-1,CÔNG TY TNHH MTV NGUYÊN PHÁT
"DALAT FLOWER TOURISM CO.,LTD","DALAT FLOWER TOURISM CO.,LTD",CÔNG TY TNHH DU LỊCH ĐÀ LẠT HOA
NAM KING INTERNATIONAL JOINT STOCK COMPANY,NAM KING INTERNATIONAL JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN QUỐC TẾ NAM KING
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ XÂY DỰNG ĐẠI ANH PHÚ GIA
"VETEP .,JSC","VETEP .,JSC",CÔNG TY CỔ PHẦN SẢN XUẤT THIẾT BỊ MÔI TRƯỜNG VIỆT NAM
-1,VAN GIA KHANH JSC,CÔNG TY CỔ PHẦN XÂY DỰNG VẠN GIA KHÁNH
"MINH CHAU TRADING SERVICE PHOTOCOPY AND PRINTING CO., LTD","MINH CHAU TRADING SERVICE PHOTOCOPY AND PRINTING CO., LTD",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PHOTO VÀ IN ẤN MINH CHÂU
ANH DUONG TECHNOLOGY SCIENCE COMPANY LIMITED,ANH DUONG TECHNOLOGY SCIENCE COMPANY LIMITED,CÔNG TY TNHH KHOA HỌC CÔNG NGHỆ ÁNH DƯƠNG
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN MINH TUẤN - AN BÌNH
-1,"NAM LONG TPTS CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT DẦU KHÍ NAM LONG
"THUY HAI PAPER CO.,LTD",THUY HAI PAPER COMPANY LIMITED,CÔNG TY TNHH GIẤY THUỶ HẢI
HITECH AGRICULTURE JOINT STOCK COMPANY,HITECH AGRICULTURE JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN NÔNG NGHIỆP HITECH
"KIM HUE BAO LOC CO.,LTD",Kim Hue Bao Loc Company Limited,Công Ty TNHH Kim Huê Bảo Lộc
-1,MINH HANG TRANSCO,CÔNG TY TNHH VẬN TẢI MINH HẰNG
THE WORLD WONDERFUL KHANH HOA STOCK COMPANY,THE WORLD WONDERFUL KHANH HOA STOCK COMPANY,CÔNG TY CỔ PHẦN QUỐC TẾ KỲ QUAN KHÁNH HÒA
-1,-1,CÔNG TY TNHH XÂY DỰNG TÂM TÍN
"HOANG MINH INDEMENT.,JSC","HOANG MINH INDEMENT.,JSC",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP HOÀNG MINH
VAN XUAN TOURISM AND DEVELOPMENT TRADING COMPANY LIMITED,VAN XUAN TOURISM AND DEVELOPMENT TRADING COMPANY LIMITED,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI VÀ DU LỊCH VẠN XUÂN
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN THỜI TRANG PHƯƠNG THANH
-1,-1,CÔNG TY TNHH ICSN TECH VIỆT NAM (NỘP THAY)
-1,-1,CÔNG TY TNHH ĐĂNG HUY
GREEN WORLD DEVELOPMENT AND CONSTRUCTION JOINT STOCK COMPANY,GREEN WORLD DEVELOPMENT AND CONSTRUCTION JOINT STOCK COMPANY,CÔNG TY CP XÂY DỰNG VÀ PHÁT TRIỂN THẾ GIỚI XANH
-1,-1,CÔNG TY CỔ PHẦN HOMITECH (NTNN)
-1,-1,CÔNG TY TNHH MTV YÊN MINH
"NAM TRUNG FURNITURE CO.,LTD","NAM TRUNG FURNITURE CO.,LTD",CÔNG TY TNHH NỘI THẤT NAM TRUNG
-1,-1,CÔNG TY TNHH DVTH AN NHIÊN
-1,-1,CÔNG TY CỔ PHẦN KHÁNH VIỆT
"SON PHU ADS CO.,LTD",SON PHU SERVICE ADVERTISING COMPANY LIMITED,CÔNG TY TNHH DỊCH VỤ QUẢNG CÁO SƠN PHÚ
"AN THUONG CO., LTD","AN THUONG CO., LTD",CÔNG TY TNHH AN THƯƠNG
VIETNAMESE - AUSTRALIAN TRADING CONSULTANCY OF INTERNATIONAL OVERSEAS STUDY COMPANY LIMITED,VIETNAMESE - AUSTRALIAN TRADING CONSULTANCY OF INTERNATIONAL OVERSEAS STUDY COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI VIỆT ÚC VÀ TƯ VẤN DU HỌC QUỐC TẾ
CÔNG TY TNHH GIỚI THIỆU NGƯỜI GIÚP VIỆC LẠNG SƠN,CÔNG TY TNHH GIỚI THIỆU NGƯỜI GIÚP VIỆC LẠNG SƠN,CÔNG TY TNHH GIỚI THIỆU NGƯỜI GIÚP VIỆC LẠNG SƠN
TTP PRINCO,Ttp Production And Investment Joint Stock Company,Công Ty Cổ Phần Đầu Tư Và Sản Xuất Ttp
"INTERNATIONAL EDUCATION.,JSC","INTERNATIONAL EDUCATION.,JSC","CÔNG TY CỔ PHẦN QUẢN LÝ, ĐẦU TƯ GIÁO DỤC QUỐC TẾ"
"VIET HUONG CO.,LTD","VIET HUONG CO.,LTD",CÔNG TY TRÁCH NHIỆM HỮU HẠN VIỆT HƯƠNG
"AN BACH HUNG CO.,LTD","AN BACH HUNG CO.,LTD",CÔNG TY TNHH KIẾN TRÚC VÀ XÂY DỰNG AN BÁCH HƯNG
-1,-1,CÔNG TY TNHH ĐỨC MINH
-1,-1,CÔNG TY TNHH MTV NĂNG LƯỢNG HÙNG VƯƠNG
-1,USA VISA CONSULTING SERVICES COMPANY LIMITED,CÔNG TY TNHH USA VISA CONSULTING SERVICES
"AN THINH PHAT IMPORT EXPORT CO.,LTD",AN THINH PHAT IMPORT EXPORT AND TRADING DEVELOPMENT COMPANY LIMITED,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU AN THỊNH PHÁT
VICAT VIET NAM TRADING AND CONSTRUCTION JOINT STOCK COMPANY,VICAT VIET NAM TRADING AND CONSTRUCTION JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ THƯƠNG MẠI VICAT VIỆT NAM
-1,-1,CÔNG TY TNHH TM & DV GIA HUY HƯNG YÊN
-1,-1,CÔNG TY CỔ PHẦN SỰ KIỆN TRUYỀN THÔNG SÔNG XANH
-1,-1,CÔNG TY TNHH MTV XÂY DỰNG CÔNG TRÌNH SƠN LỘC
HEYU VIET NAM TECHNOLOGY JOINT STOCK COMPANY,HEYU VIET NAM TECHNOLOGY JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN CÔNG NGHỆ HEYU VIỆT NAM
CÔNG TY CƠ KHÍ CHÍNH XÁC MINH THƯ,CÔNG TY CƠ KHÍ CHÍNH XÁC MINH THƯ,CÔNG TY TNHH CƠ KHÍ CHÍNH XÁC MINH THƯ
"HA NOI IAD CO.,LTD","HA NOI IAD CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN PHÁT TRIỂN VÀ ĐẦU TƯ CÔNG NGHIỆP HÀ NỘI
"MOC GIA BAO CO.,LTD","MOC GIA BAO CO.,LTD",CÔNG TY TNHH MỘC GIA BẢO
-1,"TIN VIET TRAVEL CO.,LTD",CÔNG TY TNHH DU LỊCH VÀ SỰ KIỆN TÍN VIỆT
-1,-1,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VÀ THIẾT BỊ CÔNG NGHIỆP HOÀNG GIANG
HA PHONG TRADING INVESTMENT JOINT STOCK COMPANY,HA PHONG TRADING INVESTMENT JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI HÀ PHONG
-1,Tan Hung Land Development Investment Company Limited,Công Ty TNHH Đầu Tư Phát Triển Tân Hưng Land
-1,-1,CÔNG TY TNHH SAFETY
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN MÔÊT THÀNH VIÊN XĂNG DẦU THÁI HÀ
PHUONG VY TRADING AND SERVICES COMPANY LIMITED,PHUONG VY TRADING AND SERVICES COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ PHƯỢNG VỸ
-1,-1,Công Ty TNHH Sx - Tm - Dv Kim Lộc Phát
CÔNG TY TNHH ĐT XD SX TM DV THIÊN PHÁT,CÔNG TY TNHH ĐT XD SX TM DV THIÊN PHÁT,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG SẢN XUẤT THƯƠNG MẠI DỊCH VỤ THIÊN PHÁT
-1,-1,CÔNG TY TNHH TÚ PHƯỢNG WINDOW
AN PHUOC TRADING JOINT STOCK COMPANY,AN PHUOC TRADING JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHƯỚC
WEBIG TECHNOLOGY AND SERVICES COMPANY LIMITED,WEBIG TECHNOLOGY AND SERVICES COMPANY LIMITED,CÔNG TY TNHH CÔNG NGHỆ VÀ DỊCH VỤ WEBIG
CÔNG TY TNHH PK ĐA KHOA HỒNG AN,CÔNG TY TNHH PK ĐA KHOA HỒNG AN,CÔNG TY TRÁCH NHIỆM HỮU HẠN PHÒNG KHÁM ĐA KHOA HỒNG AN
-1,-1,CÔNG TY CỔ PHẦN VIX
-1,Công Ty Cổ Phần Thương Mại Dịch Vụ Và Du Lịch Thế Giới Toàn Tâm,Công Ty Cổ Phần Thương Mại Dịch Vụ Và Du Lịch Thế Giới Toàn Tâm
-1,-1,CÔNG TY TNHH MTV XÂY DỰNG VÀ CƠ KHÍ LONG TIẾN
-1,"FIVE CO., LTD",CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG SỐ NĂM
-1,-1,Công Ty TNHH Phạm Hữu Bằng
C.TY TNHH MTV TV - XÂY DỰNG TÀI LỘC KT,C.TY TNHH MTV TV - XÂY DỰNG TÀI LỘC KT,CÔNG TY TNHH MTV TƯ VẤN - XÂY DỰNG TÀI LỘC KON TUM
-1,-1,CÔNG TY TNHH XÂY DỰNG VÀ ĐẦU TƯ TP
DAI DUONG XMK COMPANY LIMITED,DAI DUONG XMK COMPANY LIMITED,CÔNG TY TNHH XNK ĐẠI DƯƠNG
GLOBAL FRUITS IMPORT EXPORT JSC,GLOBAL FRUITS IMPORT EXPORT JSC,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU TRÁI CÂY TOÀN CẦU
-1,-1,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ ĐẶNG TRÍ
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ GIAO THÔNG VẬN TẢI PHONG NGUYỄN
